,data_lectura,Pressió atmosfèrica màxima,Pressió atmosfèrica mínima,Humitat relativa màxima,Velocitat del vent a 10 m (esc.),Direcció de vent 10 m (m. 1),Temperatura,Humitat relativa,Pressió atmosfèrica,Precipitació,Irradiància solar global,Temperatura màxima,Temperatura mínima,Humitat relativa mínima,Ratxa màxima del vent a 10 m,Direcció de la ratxa màxima del vent a 10 m,Precipitació màxima en 1 minut
0,2010-01-01,1003.531914893617,1002.6808510638298,45.191489361702125,5.848936170212764,267.2340425531915,11.278723404255315,44.170212765957444,1003.1276595744681,0.0,71.57446808510639,11.444680851063824,11.102127659574466,43.04255319148936,12.02127659574468,271.9574468085106,0.0
1,2010-01-02,1016.875,1016.3125,57.020833333333336,3.5375,220.875,9.833333333333334,55.625,1016.6458333333334,0.0,61.458333333333336,10.05625,9.604166666666666,54.3125,6.714583333333333,216.1875,0.0
2,2010-01-03,1016.4583333333334,1016.125,79.25,1.5270833333333333,101.08333333333333,9.66666666666667,78.0,1016.3125,0.0,93.89583333333333,9.927083333333332,9.41875,76.6875,2.870833333333333,118.20833333333333,0.0
3,2010-01-04,1008.625,1008.3541666666666,82.58333333333333,1.8020833333333328,81.45833333333333,9.40625,81.625,1008.5,0.24999999999999997,36.604166666666664,9.572916666666666,9.233333333333336,80.5,3.570833333333333,82.33333333333333,0.027083333333333334
4,2010-01-05,1000.0833333333334,999.8333333333334,86.1875,1.8687499999999997,158.625,9.716666666666663,85.45833333333333,999.9791666666666,0.07916666666666666,14.375,9.787500000000001,9.654166666666669,84.625,3.497916666666667,174.45833333333334,0.022916666666666665
5,2010-01-06,1004.0,1003.5208333333334,51.416666666666664,3.4208333333333343,234.79166666666666,7.631249999999998,49.9375,1003.7708333333334,0.0,114.45833333333333,7.862500000000001,7.397916666666666,48.375,6.914583333333334,238.10416666666666,0.0
6,2010-01-07,999.9166666666666,999.4583333333334,79.6875,2.8562499999999993,82.6875,5.1020833333333355,78.5625,999.6875,0.3895833333333332,14.791666666666666,5.18125,5.035416666666668,77.375,5.631250000000001,97.125,0.07083333333333337
7,2010-01-08,997.8333333333334,997.4583333333334,73.39583333333333,5.081249999999999,293.9583333333333,3.4312500000000004,71.3125,997.6666666666666,0.1354166666666666,14.0,3.5833333333333326,3.2854166666666664,69.39583333333333,9.554166666666664,295.1458333333333,0.039583333333333345
8,2010-01-09,1004.8958333333334,1004.2291666666666,52.145833333333336,7.074999999999998,294.2708333333333,2.6625,49.416666666666664,1004.5,0.0,97.89583333333333,2.852083333333333,2.4875,47.020833333333336,13.302083333333334,291.7291666666667,0.0
9,2010-01-10,1013.2708333333334,1012.7916666666666,56.791666666666664,4.485416666666667,221.29166666666666,3.595833333333335,54.979166666666664,1013.1041666666666,0.0,114.64583333333333,3.7770833333333336,3.40625,53.354166666666664,8.5875,225.22916666666666,0.0
10,2010-01-11,1015.6875,1015.2916666666666,66.47916666666667,1.7958333333333334,215.14583333333334,4.620833333333333,64.47916666666667,1015.5208333333334,0.0020833333333333333,102.16666666666667,4.941666666666666,4.3083333333333345,62.270833333333336,3.752083333333333,223.8125,0.0020833333333333333
11,2010-01-12,1011.7291666666666,1011.3333333333334,74.08333333333333,1.7833333333333334,163.875,5.583333333333333,72.47916666666667,1011.5,0.1958333333333333,52.708333333333336,5.870833333333331,5.295833333333333,70.77083333333333,3.670833333333332,155.60416666666666,0.027083333333333334
12,2010-01-13,1008.4166666666666,1007.7291666666666,59.791666666666664,3.743749999999999,215.27083333333334,10.191666666666668,57.770833333333336,1008.1666666666666,0.03125,104.47916666666667,10.562499999999998,9.879166666666665,55.75,7.970833333333334,221.27083333333334,0.006250000000000001
13,2010-01-14,999.2708333333334,998.375,76.16666666666667,4.804166666666666,188.0,10.049999999999999,75.0625,998.8125,0.07708333333333334,42.416666666666664,10.222916666666668,9.889583333333333,74.0,9.525000000000002,206.125,0.01875
14,2010-01-15,1017.8958333333334,1017.25,56.416666666666664,4.781249999999999,248.375,10.947916666666666,54.791666666666664,1017.6458333333334,0.0,123.04166666666667,11.260416666666664,10.660416666666665,53.1875,8.866666666666669,249.72916666666666,0.0
15,2010-01-16,1020.1458333333334,1019.625,71.04166666666667,1.1291666666666667,158.54166666666666,9.585416666666669,69.64583333333333,1019.8541666666666,0.0,87.25,9.812499999999998,9.356250000000001,68.52083333333333,2.466666666666667,154.22916666666666,0.0
16,2010-01-17,1022.2083333333334,1021.8541666666666,85.85416666666667,0.9645833333333332,76.35416666666667,11.258333333333338,85.45833333333333,1021.9791666666666,0.0,22.958333333333332,11.375,11.143750000000002,84.91666666666667,2.0958333333333328,90.9375,0.0
17,2010-01-18,1022.5833333333334,1022.3541666666666,90.89583333333333,1.1812500000000001,65.39583333333333,10.639583333333336,90.64583333333333,1022.4583333333334,0.13541666666666666,18.625,10.727083333333333,10.564583333333333,90.33333333333333,2.391666666666666,84.58333333333333,0.03750000000000001
18,2010-01-19,1018.5833333333334,1018.1041666666666,90.77083333333333,1.1208333333333333,90.39583333333333,10.379166666666668,90.54166666666667,1018.2291666666666,0.010416666666666666,23.229166666666668,10.445833333333335,10.302083333333336,90.1875,2.254166666666666,101.3125,0.008333333333333333
19,2010-01-20,1015.8125,1015.2916666666666,66.66666666666667,2.7416666666666667,208.91666666666666,11.56875,65.16666666666667,1015.5625,0.0,122.91666666666667,11.902083333333337,11.222916666666665,63.770833333333336,5.699999999999999,201.04166666666666,0.0
20,2010-01-21,1020.4791666666666,1020.1041666666666,56.5,2.139583333333334,218.29166666666666,10.414583333333331,54.520833333333336,1020.3333333333334,0.0,117.39583333333333,10.795833333333334,10.033333333333333,52.4375,4.510416666666666,199.54166666666666,0.0
21,2010-01-22,1019.9166666666666,1019.625,74.1875,1.3645833333333333,142.33333333333334,8.910416666666668,72.6875,1019.8125,0.0,121.20833333333333,9.216666666666669,8.581249999999999,71.125,2.7166666666666663,124.77083333333333,0.0
22,2010-01-23,1019.875,1019.6666666666666,76.875,1.983333333333334,31.791666666666668,8.879166666666668,76.20833333333333,1019.7916666666666,0.0,48.166666666666664,9.016666666666667,8.747916666666667,75.47916666666667,3.7125,59.1875,0.0
23,2010-01-24,1020.5,1020.375,74.08333333333333,1.5333333333333325,79.35416666666667,10.658333333333337,73.0,1020.4375,0.006250000000000001,62.520833333333336,10.808333333333335,10.495833333333335,71.89583333333333,2.7895833333333333,102.1875,0.006250000000000001
24,2010-01-25,1022.375,1021.9375,80.89583333333333,3.193750000000001,227.70833333333334,7.29375,79.75,1022.1458333333334,0.08749999999999998,21.041666666666668,7.38958333333333,7.214583333333336,78.60416666666667,5.810416666666668,238.70833333333334,0.04375000000000001
25,2010-01-26,1020.7708333333334,1020.5416666666666,68.10416666666667,3.1541666666666663,86.875,6.770833333333333,66.54166666666667,1020.6666666666666,0.0,133.33333333333334,7.039583333333333,6.493750000000001,65.08333333333333,5.920833333333334,131.02083333333334,0.0
26,2010-01-27,1020.0208333333334,1019.7291666666666,60.916666666666664,2.2687499999999994,172.5625,5.770833333333333,58.8125,1019.8333333333334,0.0,127.79166666666667,6.170833333333333,5.372916666666666,56.791666666666664,4.6625000000000005,186.375,0.0
27,2010-01-28,1014.1875,1013.6041666666666,54.395833333333336,5.18125,288.3541666666667,6.787499999999999,52.5,1014.0,0.0,137.33333333333334,7.068750000000001,6.552083333333333,50.708333333333336,10.004166666666668,289.0208333333333,0.0
